Base License Number,Base Name,DBA,Year,Month,Month Name,Date,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles,,
B01339,R C AUDUBON SVC INC,,2015,9,September,September-2015,14164,0,136,,
B02715,GROUNDANYWHERE LLC,,2015,12,December,December-2015,12301,0,267,,
B01522,"STM ENTERPRISES,INC",JAVA CAR & LIMOUSINE SERVICE,2016,2,February,February-2016,2046,0,20,,
B00900,BIG Q CAR SVC. INC.,,2017,3,March,March-2017,2193,0,142,,
B02856,MARIACHI CAR SERVICE INC,,2018,1,January,January-2018,1059,0,13,,
B02930,V.I.T. BLACK CAR TRANSPORTATION CORP.,,2021,12,December,December-2021,3870,0,21,,
B00972,N.J.M.INC.,MID ISLAND CAR SVCE,2017,3,March,March-2017,3211,0,8,,
B01263,"RACHEL'S CAR SERVICE,INC.",,2020,4,April,April-2020,222,0,4,,
B02853,SAFE RIDES CAR & LIMO SERVICES INC,,2020,1,January,January-2020,23,0,3,,
B02851,GALLANT CAR SERVICE CORP.,,2018,1,January,January-2018,185,0,3,,
B02613,NYC STAR LIMOUSINE & CAR SERVICES CORP.,NYS CAR SERVICE,2015,8,August,August-2015,4609,0,54,,
B02770,"CAVALIER CAR & LIMOUSINE, INC.",,2019,5,May,May-2019,605,0,10,,
B02994,99 CAR SERVICES INC.,,2017,9,September,September-2017,126,0,3,,
B02463,MORENITA EXPRESS CAR SERVICE INC.,,2019,7,July,July-2019,742,0,6,,
B00459,910 CAR SERVICE INC,,2021,11,November,November-2021,290,0,9,,
B02005,CAR LINE TRANSPORTATION CORP.,CAR LINE TRANSPORTATION CORP.,2016,3,March,March-2016,1199,0,31,,
B03402,RL VIP LIMO INC,,2022,2,February,February-2022,46,0,5,,
B01726,SUPER CLASS RADIO DISP INC,,2018,4,April,April-2018,11824,0,76,,
B00492,BLU-WHITE ASSOCIATED TRANSPORTATION SERVICE INC,,2016,3,March,March-2016,10441,0,33,,
B03055,EXPLORER EXPRESS INC,,2019,6,June,June-2019,3639,0,26,,
B02670,STRIDE TRANSPORTATION INC.,,2020,12,December,December-2020,79,0,13,,
B00290,ZPI CORPORATION,NATIONAL HIGH CLASS,2016,7,July,July-2016,3526,0,24,,
B02658,ASCONA CAR SERVICE INC.,,2020,7,July,July-2020,800,0,9,,
B01876,QUALITY EXECUTIVE LIMOUSINE L.L.C,,2016,5,May,May-2016,43,0,5,,
B02106,"PERFECT LIMO SERVICE, INC.",,2016,2,February,February-2016,12,0,6,,
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",,2018,10,October,October-2018,30496,0,161,,
VIA,VIA,VIA,2016,7,July,July-2016,516639,0,1492,,
B02005,CAR LINE TRANSPORTATION CORP.,CAR LINE TRANSPORTATION CORP.,2018,3,March,March-2018,1063,0,26,,
B00345,MARTIN'S BELLE HARBOR CAR SERVICE,,2015,6,June,June-2015,270,0,6,,
B01653,ART'S PLACE INC.,ON TIME CAR SERVICE,2018,1,January,January-2018,2437,0,16,,
B02881,DIANE CAR AND LIMO SERVICE LLC,,2018,3,March,March-2018,4212,0,39,,
B01958,ST.ALBANS-HOLLIS CAR SERVICE INC.,,2015,11,November,November-2015,1263,0,15,,
B01285,UNION RADIO DISPATCH INC,,2020,10,October,October-2020,7158,0,44,,
B01629,BBA MANAGEMENT INC.,UNITED CAR & LIMO SERVICE,2018,11,November,November-2018,706,0,2,,
B01600,R & N CAR SERVICE INC.,EVERYWHERE CAR SERVICE,2020,9,September,September-2020,198,0,7,,
B00856,BEE-BEE CAR SERVICE INC.,,2020,3,March,March-2020,29617,0,186,,
B01436,NEW PRONTO TRANSP INC,,2021,4,April,April-2021,82,0,4,,
B03143,LUXORIDE INC,CITYROAD,2019,4,April,April-2019,2,0,2,,
B02217,PCS LIMOUSINE INC.,,2019,1,January,January-2019,315,0,9,,
B02491,CALL THREES LLC,,2018,12,December,December-2018,57,0,1,,
B01593,"NOVAK GLOBAL, INC.",SKYWAY CAR SERVICE,2017,6,June,June-2017,967,0,10,,
B00210,"HOWARD CAR SERVICE,INC.",,2019,7,July,July-2019,177,0,12,,
B00693,BUSHWICK CAR SVCE INC,,2017,6,June,June-2017,8667,0,53,,
B02401,NORTHSIDE BK LLC,,2017,9,September,September-2017,325,0,2,,
B00802,BELL CAR SVC INC,,2022,2,February,February-2022,2423,0,13,,
B03166,TURING ENTERPRISES INC.,,2021,10,October,October-2021,547,0,10,,
B02881,DIANE CAR AND LIMO SERVICE LLC,,2017,11,November,November-2017,8381,0,40,,
B02971,"ULTRA BLACK CAR TRANSPORTATION, CORP.",,2018,3,March,March-2018,962,0,32,,
B01013,AMERICANA TRANSPORTATION LLC,,2017,12,December,December-2017,1038,0,6,,
B02667,LEON LUXURY LIMO INC,,2016,6,June,June-2016,82,0,6,,
B02947,"ONIX TRANSPORTATION, INC",,2021,11,November,November-2021,2920,0,25,,
B00008,T-D MAINTENANCE CORP,FOUR ONES CAR SERVICE,2015,5,May,May-2015,4685,0,32,,
B01280,BENSONHURST RIDE INC.,,2016,7,July,July-2016,6121,0,30,,
B02611,SS LIMOUSINE SERVICE INC,,2015,6,June,June-2015,646,0,16,,
B02429,SEAGULL RIDE CORP,,2018,8,August,August-2018,3084,0,10,,
B03018,AUREUS LLC,JAVA CAR & LIMOUSINE SERVICE,2019,4,April,April-2019,36,0,2,,
B01236,BLS LIMO SVC OF NY INC,,2017,7,July,July-2017,2699,0,44,,
B02868,CHA CHA TRANSPORTATION CORP,,2017,11,November,November-2017,151,0,4,,
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2018,5,May,May-2018,2892,0,21,,
B02111,HUANG HOU CAR SERVICES INC.,HUANG HOU CAR SERVICES INC.,2017,9,September,September-2017,26760,0,115,,
B02963,GULF LUXURY INC,,2019,3,March,March-2019,135,0,2,,
B02406,MY SEDAN LLC,,2017,11,November,November-2017,567,0,12,,
B00860,SEAMAN RADIO DISPATCHERS INC,,2017,12,December,December-2017,28069,0,152,,
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",,2017,3,March,March-2017,4760,0,20,,
B02728,NEWTOWN PRIVATE CAR SERVICE INC.,,2015,9,September,September-2015,4982,0,24,,
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2018,4,April,April-2018,2167,0,17,,
B00277,ALL CITY CORP TRANS INC,,2019,12,December,December-2019,1272,0,34,,
B00789,VITAL TRANSPORTATION INC.,,2016,4,April,April-2016,8627,0,257,,
B02566,GSL LIMOUSINES CORP.,,2019,5,May,May-2019,785,0,14,,
B00008,T-D MAINTENANCE CORP,FOUR ONES CAR SERVICE,2017,8,August,August-2017,1273,0,40,,
B01479,PRATT CAR SERVICE INC,,2018,9,September,September-2018,452,0,3,,
B02934,JUN'S LIMOUSINE AND CAR SERVICE LLC,,2019,5,May,May-2019,208,0,3,,
B01875,ON LINE LIMOUSINE LLC,,2016,7,July,July-2016,3547,0,62,,
B02674,ELAL CAR LIMO SERVICE LLC,FIFTH AVENUE CAR LIMO SERVICE,2020,11,November,November-2020,2332,0,10,,
B01510,JPAN TRANSPORTATION INC,PARSONS CAR SERVICE,2019,2,February,February-2019,880,0,6,,
B01846,ROMANTIQUE LIMOUSINE INC.,,2017,3,March,March-2017,33,0,9,,
b01009,UNITED LIMO C/M SVC CORP,,2016,3,March,March-2016,1770,0,14,,
B02972,BLESSING TRANSPORTATION GROUP INC,,2019,9,September,September-2019,886,0,15,,
B02373,QUIET SERVICES INC,GOLDEN CLASS LIMO,2020,3,March,March-2020,5,0,3,,
B01738,SAETA CAR SERVICE INC.,,2021,11,November,November-2021,670,0,7,,
B00037,TRANSP UNLIMITED C/S,,2017,7,July,July-2017,5097,0,43,,
B03050,"TORINKO NY, LLC",,2019,1,January,January-2019,153,0,12,,
B02762,SHOWTIME TRANSPORTATION CORP.,,2020,2,February,February-2020,2072,0,17,,
B02292,NEW YORK APPLE V.I.P. CORP,,2015,12,December,December-2015,862,0,23,,
B00837,"CAREY LIMOUSINE NY, INC",,2021,8,August,August-2021,1003,0,71,,
B01742,"AVALON TRANSPORTATION, LLC",,2017,6,June,June-2017,694,0,22,,
B01391,ROSE 'N' DALE C/S INC,,2018,2,February,February-2018,1652,0,11,,
B00345,MARTIN'S BELLE HARBOR CAR SERVICE,,2016,4,April,April-2016,279,0,5,,
B01454,FREEDOM LIMO & CAR SERVICE,,2018,4,April,April-2018,12620,0,54,,
B00053,CHARGE AND RIDE INC,,2020,7,July,July-2020,172,0,39,,
B02856,MARIACHI CAR SERVICE INC,,2017,11,November,November-2017,454,0,12,,
B02797,CJ LIMOUSINE LLC,,2018,7,July,July-2018,279,0,10,,
B02926,SAI EXECUTIVE LIMO CORP,,2018,9,September,September-2018,11,0,3,,
B02634,VETERANS RADIO DISPATCHER CORP.,,2017,10,October,October-2017,20432,0,150,,
B00021,MEXICANA HIGH CLASS INC.,CAPITAL CAR SERVICE,2017,10,October,October-2017,5604,0,58,,
B02794,ASAP LUXE INC,,2019,11,November,November-2019,375,0,4,,
b00756,T & S HILLSIDE INC.,RED CAP CAR SERVICE,2016,11,November,November-2016,7537,0,29,,
B00310,WATSON CAR SERVICE INC.,,2016,1,January,January-2016,33600,0,164,,
b00990,"MIRAGE LIMOUSINE SERVICE, INC.",UFO PVT C/L SERVICE,2015,10,October,October-2015,759,0,26,,
B01280,BENSONHURST RIDE INC.,,2018,11,November,November-2018,4151,0,23,,
B03121,ASSURE CAR SERVICES INC,,2019,8,August,August-2019,2,0,1,,
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,2018,5,May,May-2018,32118,0,513,,
B00481,806 SERVICE LLC,18TH AVENUE PRIVATE CAR SERVICE INC,2016,4,April,April-2016,2268,0,10,,
B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,,2021,12,December,December-2021,1,0,1,,
B02253,"CRESTWOOD CAR & LIMO SVC,LTD",,2019,8,August,August-2019,386,0,9,,
B01087,ELITE LIMO PLUS INC,,2017,2,February,February-2017,9693,0,263,,
B02838,THA MAYA CAR SERVICE INC,,2021,5,May,May-2021,921,0,9,,
B01509,"BRUNWISH ENTERPRISES,LTD.",EASTLAND CAR SERVICE,2021,8,August,August-2021,2125,0,15,,
B02209,"SIX STARS OF NEW YORK, INC.",LIMO LAND,2016,2,February,February-2016,2258,0,63,,
B01118,INTERNATIONAL CAR SERVICE INC.,,2020,1,January,January-2020,928,0,6,,
B02249,"LA RAZA CAR SERVICE, INC.",,2017,8,August,August-2017,6302,0,49,,
B02881,DIANE CAR AND LIMO SERVICE LLC,,2016,6,June,June-2016,8331,0,36,,
B00296,PRIME TIME TRANS. INC,,2020,2,February,February-2020,576,0,27,,
B02787,SEMPERIDE LLC,,2018,10,October,October-2018,73,0,13,,
B01509,"BRUNWISH ENTERPRISES,LTD.",EASTLAND CAR SERVICE,2020,11,November,November-2020,2605,0,19,,
B00937,RIVERSIDE RADIO DISPATCHER,,2019,6,June,June-2019,26203,0,133,,
VIA,VIA,VIA,2021,6,June,June-2021,83842,3743,1821,,
B02016,PLANET LIMOUSINE LLC,,2018,6,June,June-2018,1720,0,34,,
B01381,CLASSIC CAR SERVICE CORP.,PAISA CLASSIC,2021,7,July,July-2021,1569,0,13,,
B02288,SAFARI TRANSPORTATION INC.,,2016,2,February,February-2016,295,0,9,,
B02852,OP CAR SERVICE INC.,,2018,6,June,June-2018,647,0,5,,
B00827,"CASTLE CAR SERVICE, INC",,2017,8,August,August-2017,1195,0,7,,
B02389,"EMBARQUE N.Y., INC.",,2018,1,January,January-2018,472,0,6,,
B02330,"OCHO LUXURY CAR, INC.",ACAPOLCO EXPRESS,2018,5,May,May-2018,1361,0,7,,
B02532,COZY RIDE LIMOUSINE INC,COZY TRANSIT,2020,8,August,August-2020,168,0,4,,
UBER,UBER,UBER,2016,7,July,July-2016,5899045,0,35765,,
B02809,NBT TRANSPORTATION INC,,2019,2,February,February-2019,546,0,12,,
B02795,LIMO SEVEN TRANSPORTATION INC,,2020,11,November,November-2020,4702,0,41,,
B01288,NEW ELEGANTE CAR SVC INC,ELEGANTE,2017,9,September,September-2017,4900,0,44,,
B03156,EPIC CAR SERVICE INC.,,2019,6,June,June-2019,2748,0,28,,
B01445,J T TRANS CO INC,,2017,11,November,November-2017,211,0,58,,
B03040,ZYT EXPRESS CORP.,,2020,11,November,November-2020,127,0,2,,
B03194,"SUNNY DAY TRANSPORTATION,CORP",SUN LIGHT CAR AND LIMO,2020,5,May,May-2020,231,0,6,,
B01273,PUERTO RICO CAR SERVICE INC.,,2021,3,March,March-2021,302,0,1,,
LYFT,LYFT,LYFT,2018,12,December,December-2018,4697772,691743,48773,,
B02653,NEW COLLEGE CAR SVCE INC,,2017,11,November,November-2017,14694,0,79,,
B01236,BLS LIMO SVC OF NY INC,,2018,11,November,November-2018,2642,0,93,,
B02273,BENI'S LIMOUSINE SERVICE INC,,2020,12,December,December-2020,2,0,1,,
B01593,"NOVAK GLOBAL, INC.",SKYWAY CAR SERVICE,2015,1,January,January-2015,2134,0,13,,
B02851,GALLANT CAR SERVICE CORP.,,2018,9,September,September-2018,226,0,4,,
B00281,"VEE CEE LIMOUSINE SERVICE, INC",NOSTRAND CAR SVCE,2017,4,April,April-2017,2365,0,14,,
B02408,"PETER EXECUTIVE LIMOUSINE, CORP",,2019,9,September,September-2019,109,0,8,,
B01846,ROMANTIQUE LIMOUSINE INC.,,2020,10,October,October-2020,47,0,9,,
B02688,KJ TRANSPORTATION,,2018,1,January,January-2018,2682,0,34,,
B00559,7 OCEAN EXPRESS INC.,,2017,2,February,February-2017,6057,0,42,,
B02874,"CAPSTAR CHAUFFEURS,INC.",,2017,3,March,March-2017,123,0,9,,
B01811,IVOIRE LIMO INC.,,2018,3,March,March-2018,1228,0,22,,
B01332,SKYWAY CAR SERVICE EXPRESS INC.,,2015,4,April,April-2015,1426,0,11,,
B02774,ALFRED HOLDINGS INC.,ALFRED EXECUTIVE TRANSPORTATION,2020,10,October,October-2020,38,0,5,,
B01970,GRAFE STREET SERVICE CORP.,,2016,5,May,May-2016,266,0,14,,
B02462,TIFFANY'S CAR SERVICE INC.,,2021,5,May,May-2021,275,0,8,,
B00932,NATASHAS GRP CAR CORP,,2017,10,October,October-2017,2878,0,22,,
B00860,SEAMAN RADIO DISPATCHERS INC,,2015,10,October,October-2015,55255,0,252,,
B00972,N.J.M.INC.,MID ISLAND CAR SVCE,2021,9,September,September-2021,1476,0,8,,
B00639,ROCAPULCO CAR SERVICE INC.,,2017,10,October,October-2017,2354,0,13,,
B02517,LOS PAISANOS LUXURY C/S INC.,,2019,6,June,June-2019,1200,0,9,,
B00255,CAUTIOUS CARS CORP,,2021,11,November,November-2021,19,0,4,,
B03056,INSPIRATION GROUP INC,,2018,5,May,May-2018,736,0,18,,
B01288,NEW ELEGANTE CAR SVC INC,ELEGANTE,2018,11,November,November-2018,1090,0,12,,
B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,,2017,9,September,September-2017,23,0,13,,
B02517,LOS PAISANOS LUXURY C/S INC.,,2019,12,December,December-2019,1129,0,9,,
B02735,"BEST DEAL CAR SERVICE 2,INC.",,2017,10,October,October-2017,93,0,18,,
B02817,ANYTIME FORSYTH TRANSPORT CORP,,2017,1,January,January-2017,3,0,3,,
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2017,5,May,May-2017,164,0,2,,
B02709,DASH CAR SERVICE CORP,,2017,12,December,December-2017,980,364,3,,
B01233,NEW LACONIA RAD DISP INC,,2020,3,March,March-2020,6633,0,39,,
B02819,FIVE STAR LUXURY INC.,,2019,7,July,July-2019,212,0,16,,
B02173,ADMIRE LLP LLC,,2015,11,November,November-2015,282,0,20,,
B03074,BLACKBIRD WORLDWIDE CORP,,2019,11,November,November-2019,257,0,11,,
B02852,OP CAR SERVICE INC.,,2016,3,March,March-2016,64,0,9,,
B02825,GUADALUPANA II CAR & LIMO INC,,2020,9,September,September-2020,3630,0,17,,
B02849,BROOKLYN RIDES CORP,,2017,9,September,September-2017,12660,0,90,,
B02330,"OCHO LUXURY CAR, INC.",ACAPOLCO EXPRESS,2017,2,February,February-2017,942,0,10,,
B03100,MORELOS CAR SERVICE INC.,,2020,12,December,December-2020,114,0,1,,
B01801,SHUTTLEUP LLC,HENRY LIMOUSINE,2016,12,December,December-2016,1042,0,25,,
B02759,"LAPUMA TRANSPORTATION GROUP,LLC",LAPUMA,2016,8,August,August-2016,26,0,12,,
B03022,BLACK CAR EXPRESS.COM CORP,,2018,1,January,January-2018,302,0,9,,
B02060,AMERICAN LIMOUSINE LLC,RMA WORLDWIDE CHAUFFEUR SERVICE,2021,4,April,April-2021,398,0,11,,
B01944,"DAG NETWORK TRANSPORTATION,CORP",,2017,10,October,October-2017,323,0,17,,
B02809,NBT TRANSPORTATION INC,,2020,6,June,June-2020,167,0,4,,
B03126,YUR DRIVERS NETWORK INC,,2020,12,December,December-2020,516,0,7,,
B00647,KISS CAR SERVICE INC,,2018,8,August,August-2018,45630,0,206,,
B02868,CHA CHA TRANSPORTATION CORP,,2018,1,January,January-2018,296,0,5,,
B03173,ABIAN TRANSPORTATION INC.,,2021,11,November,November-2021,43,0,3,,
B02491,CALL THREES LLC,,2019,10,October,October-2019,113,0,2,,
B00556,SURREY CADILLAC LIMO SVC INC,,2016,7,July,July-2016,766,0,26,,
B02702,NEW SAFARI CAR & LIMO INC.,,2017,7,July,July-2017,167,0,3,,
B01312,BROOKLYN RAD DISP INC,,2018,11,November,November-2018,5622,135,59,,
B03015,TRI-COUNTY BLACK CARS INC,,2021,4,April,April-2021,2579,0,10,,
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2018,1,January,January-2018,2433,0,65,,
B01593,"NOVAK GLOBAL, INC.",SKYWAY CAR SERVICE,2016,2,February,February-2016,2042,0,11,,
B02546,X RADIO DISPATCHER INC.,,2017,6,June,June-2017,1695,0,125,,
B01013,AMERICANA TRANSPORTATION LLC,,2021,4,April,April-2021,934,0,6,,
B02320,GDS TRANSPORTATION CORP.,UPPER CAR SERVICE,2016,11,November,November-2016,2913,0,33,,
B01984,NY 88 EXPRESS CORP.,,2020,1,January,January-2020,20891,0,120,,
B01381,CLASSIC CAR SERVICE CORP.,PAISA CLASSIC,2019,3,March,March-2019,2097,0,23,,
B01273,PUERTO RICO CAR SERVICE INC.,,2018,4,April,April-2018,8489,0,36,,
B01391,ROSE 'N' DALE C/S INC,,2019,3,March,March-2019,1699,0,9,,
B00619,"HOLA CAR SERVICE,INC.",,2020,2,February,February-2020,247,0,5,,
B01346,ARECIBO C/S INC,,2021,5,May,May-2021,865,0,9,,
B02410,"POLO LIMOUSINE, CORP.",,2021,12,December,December-2021,1038,0,28,,
B01091,A & R GOLDEN EXP INC,,2017,7,July,July-2017,3130,0,7,,
B02536,SEAGULL RIDE CORP,,2017,7,July,July-2017,1876,0,9,,
B00054,128 BLUE BIRD TRANSPORT INC.,LATCH CAR SERVICE,2022,3,March,March-2022,125,0,1,,
B01534,METRO CAR SERVICE CORP.,METROLINE CAR SERVICE,2019,12,December,December-2019,1487,0,29,,
B02856,MARIACHI CAR SERVICE INC,,2021,5,May,May-2021,349,0,12,,
B01479,PRATT CAR SERVICE INC,,2020,11,November,November-2020,182,0,5,,
B01663,CIBAO RADIO DISPATCH,,2022,2,February,February-2022,1164,0,7,,
B01362,AMERICAN BASE NO.1 INC.,,2021,10,October,October-2021,3082,0,17,,
B03007,THE NEW SPANISH CAR & LIMO INC,,2019,11,November,November-2019,129,0,8,,
B02240,NEW APPLE TRANS. INC.,PALPAL LIMO,2020,1,January,January-2020,267,0,12,,
B01196,DIPLO RAD DISP INC,,2021,8,August,August-2021,8334,0,46,,
B02061,ROYAL COACHMAN LTD.,,2016,1,January,January-2016,83,0,9,,
VIA,VIA,VIA,2018,3,March,March-2018,1027292,690735,5544,,
B02037,KINGSDALE DISPATCH INC,,2021,11,November,November-2021,599,0,4,,
B02517,LOS PAISANOS LUXURY C/S INC.,,2017,5,May,May-2017,679,0,17,,
B02067,"GROUP AMERICAR TRANSPORTATION,LLC.",,2020,6,June,June-2020,403,0,21,,
B03040,ZYT EXPRESS CORP.,,2021,12,December,December-2021,279,0,4,,
B02891,"GLIDE LUXURY TRANSPORTATION, INC",,2017,12,December,December-2017,168,0,4,,
B03166,TURING ENTERPRISES INC.,,2019,12,December,December-2019,342,0,7,,
B01808,OLD TOWN CARS CORP,DELTA CARS,2018,7,July,July-2018,2654,0,5,,
B02799,CHURCH AVENUE EXPRESS INC,,2018,10,October,October-2018,1403,0,11,,
B02127,"CONTINENTAL RIDE, INC.",I + I TRANSPORTATION,2021,1,January,January-2021,22,0,3,,
B02330,"OCHO LUXURY CAR, INC.",ACAPOLCO EXPRESS,2021,5,May,May-2021,1038,0,8,,
B03092,USA LIMOUSINE SERVICE CORP,VPZ EXECUTIVE LIMO,2019,6,June,June-2019,699,0,12,,
B02934,JUN'S LIMOUSINE AND CAR SERVICE LLC,,2021,2,February,February-2021,215,0,5,,
B03017,SDR TRANSPORTATION CORP.,,2019,1,January,January-2019,8084,0,77,,
B02942,FANNY RADIO DISPATCHER SERVICE INC.,,2018,1,January,January-2018,822,0,9,,
B02861,ELTRI CAR SERVICE INC,,2017,8,August,August-2017,2277,0,9,,
B01326,DEBORAH C/L SVC INC,,2019,3,March,March-2019,19,0,4,,
B02463,MORENITA EXPRESS CAR SERVICE INC.,,2019,6,June,June-2019,1438,0,6,,
B01386,FENIX PREMIUM CORP.,,2019,10,October,October-2019,1534,0,7,,
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2021,8,August,August-2021,3327,0,24,,
B02833,ADVANCED LUXURY LIMO SVC. INC.,,2019,2,February,February-2019,693,0,8,,
B02929,OTTOMAN TRANSPORTATION INC.,,2020,3,March,March-2020,96,0,6,,
B00536,"WINTHROP HOLDING OF NEW YORK, INC",,2019,3,March,March-2019,3562,0,20,,
LYFT,LYFT,LYFT,2021,1,January,January-2021,3094325,0,30565,,
B00727,RECHEV OF BROOKLYN INC,,2018,6,June,June-2018,1349,0,6,,
B01938,"ALL STAR LIMOUSINE SERVICE, LTD.",,2017,11,November,November-2017,3045,0,62,,
B02747,LEGEND LUXURY LIMO INC.,,2020,11,November,November-2020,55,0,13,,
B02924,CELEBRITY LUXURY INC.,,2017,8,August,August-2017,5758,0,55,,
B01846,ROMANTIQUE LIMOUSINE INC.,,2020,9,September,September-2020,29,0,7,,
B02651,SAROS TRANSPORTATION GROUP INC.,,2017,9,September,September-2017,208,0,19,,
B01020,MICHAELS CAR SERVICE INC.,UNION LIMO AND CAR SERVICE INC,2020,7,July,July-2020,375,0,9,,
B00248,YELLOWSTONE TRANSPORTATION INC.,YES CAR SERVICE,2017,8,August,August-2017,19466,0,91,,
B01215,ECUADOOR CORP,,2018,6,June,June-2018,11467,0,48,,
B01282,NEW LOTS C/S INC,,2016,3,March,March-2016,27417,0,82,,
B02767,KISMET INTERNATIONAL INC.,,2016,9,September,September-2016,155,0,11,,
B00325,CONTINENTAL RADIO DISPATCH CORP.,,2019,11,November,November-2019,537,0,5,,
B01536,FIRST CLASS C/L SVC CORP,,2020,6,June,June-2020,9187,0,62,,
B01984,NY 88 EXPRESS CORP.,,2019,7,July,July-2019,24315,0,128,,
B03156,EPIC CAR SERVICE INC.,,2021,11,November,November-2021,1313,0,16,,
B01625,GLOBE CAR SERVICE INC,,2022,3,March,March-2022,217,0,2,,
B01398,ALEX EXP C/L INC,,2015,8,August,August-2015,16,0,6,,
B02191,US LIMO SYSTEM INC,,2017,7,July,July-2017,653,0,23,,
LYFT,LYFT,LYFT,2020,1,January,January-2020,5274248,1319840,44285,,
B01738,SAETA CAR SERVICE INC.,,2021,9,September,September-2021,1578,0,7,,
B01616,"H & B CAR AND LIMOUSINE, INC",SUNNYSIDE CAR SERVICE,2020,1,January,January-2020,788,0,17,,
B01777,PREMIUM RADIO DISP & MULTI SVC,,2021,3,March,March-2021,3343,0,37,,
B03156,EPIC CAR SERVICE INC.,,2020,5,May,May-2020,926,0,12,,
B03126,YUR DRIVERS NETWORK INC,,2020,4,April,April-2020,107,0,2,,
B02055,"MONTAGUE MANAGEMENT SERVICES, INC.",PROMINENT CAR & LIMO,2020,6,June,June-2020,280,0,2,,
B00280,FLEET RADIO DISPATCH CORP.,MINUTEMEN,2019,1,January,January-2019,2603,0,57,,
B02531,CLEAN AIR CAR SERVICE AND PARKING CORP.,,2018,5,May,May-2018,3885,0,37,,
B01616,"H & B CAR AND LIMOUSINE, INC",SUNNYSIDE CAR SERVICE,2017,11,November,November-2017,2020,0,25,,
B01061,DAT RADIO DISP INC,,2021,6,June,June-2021,6654,0,44,,
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,2020,11,November,November-2020,4331,0,177,,
B02016,PLANET LIMOUSINE LLC,,2016,6,June,June-2016,3042,0,57,,
B00350,CHAMPION CAR & LIMO SVC. INC.,,2017,8,August,August-2017,7152,0,42,,
B01057,NEW AMERICAN C/L SVC,,2020,4,April,April-2020,115,0,9,,
B00334,DO MAX CORP.,HIGH BRIDGE C/S,2016,2,February,February-2016,812,0,42,,
B01989,"ICS-NY, INC.",,2017,8,August,August-2017,362,0,22,,
B01437,MERENGUE LIMO & C/S INC,,2020,6,June,June-2020,12994,0,74,,
B01907,BEN'S LUXURY CAR & LIMOUSINE SERVICE INC,,2019,9,September,September-2019,2085,0,51,,
B02027,"PARIS LIMOUSINE SERVICE, CORP",,2021,10,October,October-2021,1120,0,22,,
B02695,SEE USA TOURS INC.,,2018,4,April,April-2018,280,0,4,,
B02461,NEW HEAVEN RADIO DISPATCH CORP,,2019,7,July,July-2019,5335,0,57,,
B01877,U.S.A. LIMO. INC.,BLUE LINE,2017,1,January,January-2017,6361,0,174,,
B00318,APPLE RADIO CARS INC,,2017,8,August,August-2017,4623,0,32,,
B01269,DIVISION CAR & LIMO INC.,NATANYA TRANSPORTATION,2017,11,November,November-2017,1304,0,5,,
B00789,VITAL TRANSPORTATION INC.,,2022,2,February,February-2022,2906,0,181,,
B02629,CARLUX LIMO INC.,,2017,7,July,July-2017,3,0,2,,
B02429,SEAGULL RIDE CORP,,2016,4,April,April-2016,707,0,4,,
B02509,NY MINUTE CAR SERVICE INC.,,2017,1,January,January-2017,106,0,4,,
B01470,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2019,11,November,November-2019,1580,0,16,,
B02849,BROOKLYN RIDES CORP,,2018,4,April,April-2018,14490,0,99,,
B00419,KOOP DISPATCHING INC.,,2015,8,August,August-2015,523,0,12,,
B02664,CORPORATE CAR LTD.,,2016,3,March,March-2016,207,0,39,,
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,2015,7,July,July-2015,2594,0,19,,
B01392,NEW AMERICAN CLASS L/C SERVICE CORP.,,2019,3,March,March-2019,360,0,7,,
B02699,PRESIDENTIAL LUXURY LIMO INC.,,2019,6,June,June-2019,1112,0,56,,
B01065,EL BARRIO'S CAR SERVICE LLC,,2019,6,June,June-2019,9695,0,72,,
B00014,NY ONE CORP CAR INC,,2015,12,December,December-2015,9952,0,186,,
VIA,VIA,VIA,2020,10,October,October-2020,147554,0,3013,,
B01066,DOMINICANA RAD DISP INC,,2021,8,August,August-2021,231,0,3,,
B01079,THE METRO MARINE CAR SERVICE INC,MARINE LIMO & CAR SERVICE,2018,11,November,November-2018,3311,0,8,,
B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,2016,4,April,April-2016,14860,0,102,,
B01328,DV LUXURY CAR SERVICE INC,RIDE SAFE CAR SERVICE,2018,2,February,February-2018,1859,0,40,,
